Order_Date,Ship_Date,Ship_Mode,Segment,City,State,Region,Category,Sub_Category,Product_Name,Sales
2018-04-15,2018-04-18,First Class,Corporate,Henderson,Nevada,West,Furniture,Furnishings,Howard Miller 12 Round Wall Clock,196.45
2016-06-25,2016-07-01,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 211,31.104
2016-06-25,2016-07-01,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Tennsco Industrial Shelving,78.256
2017-08-26,2017-08-29,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,Xerox 1931,6.48
2015-07-21,2015-07-25,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Art,Newell 334,99.2
2015-07-21,2015-07-25,Standard Class,Corporate,San Francisco,California,West,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,500.558
2015-07-21,2015-07-25,Standard Class,Corporate,San Francisco,California,West,Furniture,Tables,Hon 30 X 60 Table With Locking Drawer,272.848
2018-11-21,2018-11-25,Standard Class,Consumer,Spokane,Washington,West,Furniture,Tables,Safco Drafting Table,70.98
2015-06-04,2015-06-09,Standard Class,Home Office,Columbus,Ohio,East,Office Supplies,Paper,Easy-Staple Paper,16.224
2017-03-10,2017-03-16,Standard Class,Consumer,Long Beach,New York,East,Furniture,Bookcases,Osullivan Living Dimensions 5-Shelf Bookcases,176.784
2018-03-25,2018-03-29,Standard Class,Consumer,San Antonio,Texas,Central,Technology,Phones,Panasonic Kx-Tg9471B,470.376
2018-12-29,2019-01-02,Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",393.568
2018-12-29,2019-01-02,Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,Adtran 1202752G1,302.376
2018-03-28,2018-04-02,Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,Binders,Canvas Sectional Post Binders,68.742
2016-03-05,2016-03-05,Same Day,Consumer,New York City,New York,East,Office Supplies,Envelopes,Staple Envelope,29.34
2016-03-05,2016-03-05,Same Day,Consumer,New York City,New York,East,Furniture,Chairs,"Global Value Mid-Back Managers Chair, Gray",383.607
2016-03-05,2016-03-05,Same Day,Consumer,New York City,New York,East,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",500.558
2017-11-13,2017-11-17,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,White Computer Printout Paper By Universal,217.056
2018-01-19,2018-01-23,Second Class,Consumer,Keller,Texas,Central,Office Supplies,Labels,Avery 510,6.0
2017-04-22,2017-04-26,Second Class,Consumer,San Francisco,California,West,Furniture,Furnishings,Ultra Door Pull Handle,31.56
2015-05-13,2015-05-15,First Class,Home Office,Hialeah,Florida,South,Office Supplies,Fasteners,Staples,7.104
2015-05-13,2015-05-15,First Class,Home Office,Hialeah,Florida,South,Office Supplies,Binders,Gbc Docubind P100 Manual Binding Machine,398.352
2015-10-21,2015-10-22,First Class,Consumer,Fairfield,Ohio,East,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792
2015-10-21,2015-10-22,First Class,Consumer,Fairfield,Ohio,East,Furniture,Tables,"Hon Practical Foundations 30 X 60 Training Table, Light Gray/Charcoal",409.59
2015-03-14,2015-03-18,Standard Class,Corporate,Huntington Beach,California,West,Office Supplies,Paper,Xerox 1972,10.56
2015-03-14,2015-03-18,Standard Class,Corporate,Huntington Beach,California,West,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38
2018-12-22,2018-12-24,Second Class,Consumer,Port Orange,Florida,South,Office Supplies,Envelopes,Staple Envelope,7.824
2017-11-24,2017-11-29,Standard Class,Consumer,Medford,Oregon,West,Office Supplies,Paper,"Ibm Multi-Purpose Copy Paper, 8 1/2 X 11, Case",24.784
2018-12-02,2018-12-05,First Class,Consumer,Charlottesville,Virginia,South,Office Supplies,Art,Newell 309,34.65
2016-12-31,2017-01-04,Standard Class,Consumer,Missoula,Montana,West,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984
2018-10-03,2018-10-06,First Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,Gbc Docubind Tl300 Electric Binding System,500.558
2015-08-29,2015-09-02,Second Class,Consumer,Miami,Florida,South,Office Supplies,Envelopes,Jiffy Padded Mailers With Self-Seal Closure,29.808
2015-08-29,2015-09-02,Second Class,Consumer,Miami,Florida,South,Office Supplies,Binders,Gbc Docubind 200 Manual Binding Machine,500.558
2015-08-29,2015-09-02,Second Class,Consumer,Miami,Florida,South,Furniture,Tables,Balt Solid Wood Rectangular Table,174.0585
2017-06-29,2017-07-03,Second Class,Consumer,Florence,South Carolina,South,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88
2017-08-20,2017-08-23,First Class,Home Office,Detroit,Michigan,Central,Technology,Phones,"Skilcraft Telephone Shoulder Rest, 2 X 6.5 X 2.5, Black",14.78
2018-10-21,2018-10-22,First Class,Corporate,Springfield,Oregon,West,Office Supplies,Paper,Xerox 218,5.184
2018-10-21,2018-10-22,First Class,Corporate,Springfield,Oregon,West,Furniture,Chairs,Global Comet Stacking Armless Chair,478.48
2018-10-21,2018-10-22,First Class,Corporate,Springfield,Oregon,West,Technology,Accessories,Memorex Froggy Flash Drive 8 Gb,28.4
2018-10-21,2018-10-24,First Class,Corporate,Indianapolis,Indiana,Central,Office Supplies,Storage,Safco Boltless Steel Shelving,500.558
2017-05-17,2017-05-21,Standard Class,Corporate,Apopka,Florida,South,Office Supplies,Binders,Pressboard Hanging Data Binders For Unburst Sheets,2.952
2017-05-17,2017-05-21,Standard Class,Corporate,Apopka,Florida,South,Office Supplies,Binders,"Gbc Prepunched Paper, 19-Hole, For Binding Systems, 24-Lb",27.018
2016-02-03,2016-02-04,First Class,Corporate,Los Angeles,California,West,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92
2018-12-18,2018-12-23,Standard Class,Consumer,Oceanside,New York,East,Furniture,Furnishings,"Dax Charcoal/Nickel-Tone Document Frame, 5 X 7",18.96
2017-11-15,2017-11-22,Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,Imation 16Gb Mini Traveldrive Usb 2.0 Flash Drive,99.39
2018-07-03,2018-07-06,Second Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,Xerox 1891,273.896
2018-07-03,2018-07-06,Second Class,Corporate,Houston,Texas,Central,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,500.558
2015-01-15,2015-01-17,First Class,Consumer,Roswell,Georgia,South,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse For Web Scrolling,149.95
2018-04-30,2018-05-05,Standard Class,Home Office,Boynton Beach,Florida,South,Office Supplies,Labels,Avery 474,4.608
2018-04-30,2018-05-05,Standard Class,Home Office,Boynton Beach,Florida,South,Office Supplies,Art,Staples In Misc. Colors,15.528
2018-04-30,2018-05-05,Standard Class,Home Office,Boynton Beach,Florida,South,Office Supplies,Labels,Avery 499,11.952
2016-11-08,2016-11-14,Standard Class,Consumer,Franklin,Massachusetts,East,Office Supplies,Art,American Pencil,11.65
2016-10-30,2016-11-01,Second Class,Home Office,Detroit,Michigan,Central,Technology,Phones,Panasonic Kx T7736-B Digital Phone,299.9
2018-08-17,2018-08-19,First Class,Corporate,Watertown,New York,East,Office Supplies,Binders,Gbc Docubind Tl200 Manual Binding Machine,500.558
2018-08-17,2018-08-19,First Class,Corporate,Watertown,New York,East,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,462.564
2016-10-03,2016-10-09,Standard Class,Corporate,Reading,Pennsylvania,East,Office Supplies,Storage,Staple Magnet,15.008
2017-07-08,2017-07-10,Second Class,Corporate,Arlington,Texas,Central,Technology,Phones,Cisco Spa 502G Ip Phone,500.558
2017-07-08,2017-07-10,Second Class,Corporate,Arlington,Texas,Central,Office Supplies,Art,Newell 345,47.616
2018-12-05,2018-12-07,Second Class,Consumer,San Diego,California,West,Office Supplies,Paper,Xerox 1960,92.94
2018-03-09,2018-03-13,Standard Class,Corporate,San Francisco,California,West,Technology,Accessories,Logitech Wireless Headset H800,199.98
2017-06-09,2017-06-15,Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,Avaya 4621Sw Voip Phone,177.48
2018-11-28,2018-12-01,First Class,Consumer,Denver,Colorado,West,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768
2018-03-16,2018-03-18,Second Class,Home Office,Seattle,Washington,West,Office Supplies,Paper,Xerox 214,6.48
2018-03-16,2018-03-18,Second Class,Home Office,Seattle,Washington,West,Office Supplies,Storage,Safco Commercial Shelving,46.51
2018-03-16,2018-03-18,Second Class,Home Office,Seattle,Washington,West,Technology,Phones,Mitel Mivoice 5330E Ip Phone,500.558
2017-11-27,2017-11-29,Second Class,Consumer,Scottsdale,Arizona,West,Technology,Phones,Motorola Moto X,271.992
2018-08-06,2018-08-10,Second Class,Consumer,Lafayette,Louisiana,South,Furniture,Bookcases,Osullivan 2-Shelf Heavy-Duty Bookcases,145.74
2018-08-06,2018-08-10,Second Class,Consumer,Lafayette,Louisiana,South,Furniture,Furnishings,Longer-Life Soft White Bulbs,15.4
2018-11-27,2018-12-03,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Paper,Tops White Computer Printout Paper,244.55
2018-11-27,2018-12-03,Standard Class,Corporate,San Francisco,California,West,Technology,Accessories,Enermax Briskie Rf Wireless Keyboard And Mouse Combo,166.16
2016-05-25,2016-05-27,Second Class,Home Office,San Francisco,California,West,Furniture,Furnishings,Ultra Door Push Plate,14.73
2017-07-08,2017-07-12,Standard Class,Consumer,Broomfield,Colorado,West,Office Supplies,Binders,Gbc Twin Loop Wire Binding Elements,19.968
2017-07-08,2017-07-12,Standard Class,Consumer,Broomfield,Colorado,West,Office Supplies,Storage,"Perma Stor-All Hanging File Box, 13 1/8W X 12 1/4D X 10 1/2H",33.488
2017-07-08,2017-07-12,Standard Class,Consumer,Broomfield,Colorado,West,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736
2017-07-08,2017-07-12,Standard Class,Consumer,Broomfield,Colorado,West,Furniture,Chairs,Safco Arco Folding Chair,500.558
2018-08-29,2018-09-01,First Class,Corporate,Quincy,Illinois,Central,Office Supplies,Labels,Avery 505,47.36
2018-08-29,2018-09-01,First Class,Corporate,Quincy,Illinois,Central,Office Supplies,Storage,Advantus Rolling Storage Box,27.44
2018-08-29,2018-09-01,First Class,Corporate,Quincy,Illinois,Central,Office Supplies,Binders,Wilson Jones Easy Flow Ii Sheet Lifters,3.24
2017-06-20,2017-06-26,Standard Class,Corporate,Carrollton,Texas,Central,Technology,Accessories,Logitech Trackman Marble Mouse,95.968
2017-06-20,2017-06-26,Standard Class,Corporate,Carrollton,Texas,Central,Office Supplies,Paper,Xerox 206,10.368
2018-09-02,2018-09-06,Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,Newell 324,23.1
2018-09-02,2018-09-06,Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,Dax Cubicle Frames - 8X10,11.54
2018-09-02,2018-09-06,Standard Class,Corporate,New York City,New York,East,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.526
2018-09-02,2018-09-06,Standard Class,Corporate,New York City,New York,East,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98
2018-09-02,2018-09-06,Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,"Accohide 3-Ring Binder, Blue, 1",26.432
2018-09-02,2018-09-06,Standard Class,Corporate,New York City,New York,East,Technology,Phones,Cisco Spa508G,197.97
2018-09-02,2018-09-06,Standard Class,Corporate,New York City,New York,East,Office Supplies,Labels,Avery 518,18.9
2018-09-02,2018-09-06,Standard Class,Corporate,New York City,New York,East,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,500.558
2018-09-02,2018-09-06,Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,Bic Brite Liner Grip Highlighters,4.92
2018-09-02,2018-09-06,Standard Class,Corporate,New York City,New York,East,Technology,Accessories,Wd My Passport Ultra 2Tb Portable External Hard Drive,238.0
2018-09-02,2018-09-06,Standard Class,Corporate,New York City,New York,East,Technology,Accessories,Sony Micro Vault Click 16 Gb Usb 2.0 Flash Drive,167.97
2018-09-02,2018-09-06,Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,Xerox 1962,17.12
2018-09-10,2018-09-15,Second Class,Consumer,Springfield,Missouri,Central,Office Supplies,Binders,3M Organizer Strips,16.2
2018-09-10,2018-09-15,Second Class,Consumer,Springfield,Missouri,Central,Office Supplies,Appliances,"Holmes Replacement Filter For Hepa Air Cleaner, Medium Room",33.99
2018-09-10,2018-09-15,Second Class,Consumer,Springfield,Missouri,Central,Technology,Accessories,Logitech G105 Gaming Keyboard,296.85
2018-09-10,2018-09-15,Second Class,Consumer,Springfield,Missouri,Central,Technology,Accessories,Imation Clip Usb Flash Drive - 8 Gb,112.8
2018-09-10,2018-09-15,Second Class,Consumer,Springfield,Missouri,Central,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders For Binders,13.71
2018-09-10,2018-09-15,Second Class,Consumer,Springfield,Missouri,Central,Office Supplies,Paper,Xerox 1970,24.9
2018-09-10,2018-09-15,Second Class,Consumer,Springfield,Missouri,Central,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29
2018-09-10,2018-09-15,Second Class,Consumer,Springfield,Missouri,Central,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18
2018-12-21,2018-12-28,Standard Class,Consumer,Paterson,New Jersey,East,Technology,Phones,Jabra Speak 410,281.97
2018-12-21,2018-12-28,Standard Class,Consumer,Paterson,New Jersey,East,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors With Nickel-Plated Handles, 3 7/8 Cut, 8L",69.5
2018-12-21,2018-12-28,Standard Class,Consumer,Paterson,New Jersey,East,Office Supplies,Paper,Xerox 1913,166.44
2018-09-23,2018-09-29,Standard Class,Consumer,Tulsa,Oklahoma,Central,Technology,Accessories,Imation Secure+ Hardware Encrypted Usb 2.0 Flash Drive; 16Gb,291.96
2018-05-06,2018-05-11,Standard Class,Home Office,Chicago,Illinois,Central,Office Supplies,Art,Blackstonian Pencils,6.408
2018-05-06,2018-05-11,Standard Class,Home Office,Chicago,Illinois,Central,Technology,Accessories,Imation Secure+ Hardware Encrypted Usb 2.0 Flash Drive; 16Gb,408.744
2015-12-14,2015-12-19,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,Avery Heavy-Duty Ezd View Binder With Locking Rings,5.104
2015-12-14,2015-12-19,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Fasteners,Assorted Color Push Pins,2.896
2015-12-14,2015-12-19,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Accessories,Belkin Standard 104 Key Usb Keyboard,35.016
2015-10-18,2015-10-20,Second Class,Corporate,Montgomery,Alabama,South,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34W X 5-1/4D X 20-1/2H",275.97
2015-10-18,2015-10-20,Second Class,Corporate,Montgomery,Alabama,South,Technology,Phones,Avaya Ip Phone 1140E Voip Phone,500.558
2015-10-18,2015-10-20,Second Class,Corporate,Montgomery,Alabama,South,Furniture,Chairs,"Global Wood Trimmed Managers Task Chair, Khaki",500.558
2016-05-08,2016-05-12,Standard Class,Consumer,Salem,Oregon,West,Office Supplies,Art,Newell 321,5.248
2017-04-14,2017-04-14,Same Day,Consumer,Glendale,Arizona,West,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,500.558
2017-04-14,2017-04-14,Same Day,Consumer,Glendale,Arizona,West,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",42.976
2016-12-14,2016-12-16,Second Class,Corporate,Columbus,Georgia,South,Office Supplies,Binders,3-Ring Staple Pack,3.76
2015-12-03,2015-12-09,Standard Class,Consumer,Oklahoma City,Oklahoma,Central,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,479.96
2015-11-25,2015-11-27,Second Class,Corporate,Brentwood,California,West,Office Supplies,Appliances,Belkin F9G930V10-Gry 9 Outlet Surge,320.88
2015-11-25,2015-11-27,Second Class,Corporate,Brentwood,California,West,Furniture,Furnishings,Staple-Based Wall Hangings,23.88
2015-11-25,2015-11-27,Second Class,Corporate,Brentwood,California,West,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 X 5 White Forms Per Page",26.76
2017-07-25,2017-07-27,First Class,Consumer,Columbus,Ohio,East,Technology,Copiers,Hewlett Packard Laserjet 3310 Copier,500.558
2016-11-09,2016-11-13,Standard Class,Consumer,Springfield,Missouri,Central,Office Supplies,Binders,Binder Posts,17.22
2016-11-09,2016-11-13,Standard Class,Consumer,Springfield,Missouri,Central,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,500.558
2016-11-09,2016-11-13,Standard Class,Consumer,Springfield,Missouri,Central,Office Supplies,Envelopes,#10- 4 1/8 X 9 1/2 Recycled Envelopes,26.22
2016-11-09,2016-11-13,Standard Class,Consumer,Springfield,Missouri,Central,Office Supplies,Paper,Xerox 1978,17.34
2018-02-24,2018-02-28,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Accohide 3-Ring Binder, Blue, 1",4.956
2018-06-25,2018-07-02,Standard Class,Home Office,Springfield,Oregon,West,Office Supplies,Labels,Alphabetical Labels For Top Tab Filing,71.04
2018-06-25,2018-07-02,Standard Class,Home Office,Springfield,Oregon,West,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344
2018-06-25,2018-07-02,Standard Class,Home Office,Springfield,Oregon,West,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands By Plymouth,11.304
2018-12-02,2018-12-04,Second Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,294.62
2018-12-02,2018-12-04,Second Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.752
2015-02-06,2015-02-09,First Class,Corporate,Chesapeake,Virginia,South,Office Supplies,Labels,Avery 480,15.0
2015-02-06,2015-02-09,First Class,Corporate,Chesapeake,Virginia,South,Technology,Phones,Aastra 57I Voip Phone,161.61
2015-02-06,2015-02-09,First Class,Corporate,Chesapeake,Virginia,South,Technology,Phones,At&T Cl82213,144.95
2018-04-11,2018-04-18,Standard Class,Consumer,Pasadena,California,West,Technology,Accessories,Sandisk Ultra 64 Gb Microsdhc Class 10 Memory Card,199.95
2018-04-11,2018-04-18,Standard Class,Consumer,Pasadena,California,West,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86
